GPS TOW (s), GPS Week, Acc X (m/s^2), Acc Y (m/s^2), Acc Z (m/s^2), Ang Rate X (deg/s),  Ang Rate Y (deg/s),  Ang Rate Z (deg/s)
1679304955.486, 2324,  9.65046387, 0.01682281,  -0.05338440, -0.000066579,  0.003728426, -0.002063950
